Close_XLK,High_XLK,Low_XLK,Open_XLK,Volume_XLK,ticker,date,adj_close,return,industry,year,year_month,industry_return,industry_volatility,Close_XLF,High_XLF,Low_XLF,Open_XLF,Volume_XLF,Close_XLE,High_XLE,Low_XLE,Open_XLE,Volume_XLE,Close_XLY,High_XLY,Low_XLY,Open_XLY,Volume_XLY,gdp,cpi,gs1,gs10
,,,,,XLY,19990101,,,Consumer,1999,199901,,,,,,,,,,,,,19.480865478515625,19.64262829980816,19.4346475295749,19.6195193253378,31500.0,13315.597,164.7,4.51,4.72
,,,,,XLY,19990101,,,Consumer,1999,199901,,,,,,,,,,,,,19.573301315307617,19.631073751303212,19.134230801741097,19.180448750537572,12300.0,13315.597,164.7,4.51,4.72
,,,,,XLY,19990101,,,Consumer,1999,199901,,,,,,,,,,,,,19.527080535888672,19.57329847798545,19.38842670959834,19.480862593791898,8100.0,13315.597,164.7,4.51,4.72
,,,,,XLY,19990101,,,Consumer,1999,199901,,,,,,,,,,,,,19.989259719848633,19.989259719848633,19.584852731296785,19.64262515823276,3700.0,13315.597,164.7,4.51,4.72
,,,,,XLY,19990101,,,Consumer,1999,199901,,,,,,,,,,,,,20.312774658203125,20.38210153416969,20.10479403030343,20.24344778223656,6800.0,13315.597,164.7,4.51,4.72
,,,,,XLY,19990101,,,Consumer,1999,199901,,,,,,,,,,,,,20.17412567138672,20.17412567138672,20.012362922589805,20.012362922589805,4300.0,13315.597,164.7,4.51,4.72
,,,,,XLY,19990101,,,Consumer,1999,199901,,,,,,,,,,,,,19.966144561767575,20.05858041622021,19.966144561767575,20.012362488993897,1900.0,13315.597,164.7,4.51,4.72
,,,,,XLY,19990201,,,Consumer,1999,199902,,,,,,,,,,,,,20.358999252319336,20.416771667904804,20.289672353616773,20.40521718478771,6100.0,,164.7,4.7,5.0
,,,,,XLY,19990201,,,Consumer,1999,199902,,,,,,,,,,,,,20.104806900024418,20.19724279381763,19.919935112437983,20.19724279381763,20900.0,,164.7,4.7,5.0
,,,,,XLY,19990201,,,Consumer,1999,199902,,,,,,,,,,,,,20.185693740844727,20.26657516968612,19.98926741365849,19.98926741365849,8500.0,,164.7,4.7,5.0
,,,,,XLY,19990201,,,Consumer,1999,199902,,,,,,,,,,,,,20.01237678527832,20.22035760637244,19.71196004369793,20.197248626250868,19100.0,,164.7,4.7,5.0
,,,,,XLY,19990201,,,Consumer,1999,199902,,,,,,,,,,,,,20.243457794189453,20.77496410613735,20.243457794189453,20.636310285629204,9000.0,,164.7,4.7,5.0
,,,,,XLY,19990201,,,Consumer,1999,199902,,,,,,,,,,,,,20.497661590576172,20.636315445754818,20.335898759534423,20.61320646989171,6800.0,,164.7,4.7,5.0
,,,,,XLY,19990201,,,Consumer,1999,199902,,,,,,,,,,,,,20.601638793945312,20.601638793945312,20.151014053079432,20.151014053079432,14000.0,,164.7,4.7,5.0
,,,,,XLY,19990201,,,Consumer,1999,199902,,,,,,,,,,,,,20.093242645263672,20.093242645263672,19.954588871978356,20.012361277513904,900.0,,164.7,4.7,5.0
,,,,,XLY,19990201,,,Consumer,1999,199902,,,,,,,,,,,,,19.989259719848633,19.989259719848633,19.792833468266306,19.96615074907424,3500.0,,164.7,4.7,5.0
,,,,,XLY,19990201,,,Consumer,1999,199902,,,,,,,,,,,,,19.966144561767575,20.370551424997824,19.966144561767575,20.081689379833364,14700.0,,164.7,4.7,5.0
,,,,,XLY,19990201,,,Consumer,1999,199902,,,,,,,,,,,,,20.03548240661621,20.151027287853903,19.943046501626053,19.954600989749824,9300.0,,164.7,4.7,5.0
,,,,,XLY,19990201,,,Consumer,1999,199902,,,,,,,,,,,,,19.78127670288086,19.89682154343507,19.65417737827123,19.873712575324227,5800.0,,164.7,4.7,5.0
,,,,,XLY,19990201,,,Consumer,1999,199902,,,,,,,,,,,,,20.13947105407715,20.16258002832164,19.561746697964782,19.619519133576016,12200.0,,164.7,4.7,5.0
,,,,,XLY,19990201,,,Consumer,1999,199902,,,,,,,,,,,,,19.503976821899418,19.61952170828507,19.38843193551375,19.48086784462228,9200.0,,164.7,4.7,5.0
,,,,,XLY,19990201,,,Consumer,1999,199902,,,,,,,,,,,,,19.503976821899418,19.89682943561066,19.503976821899418,19.873720458333526,9400.0,,164.7,4.7,5.0
,,,,,XLY,19990201,,,Consumer,1999,199902,,,,,,,,,,,,,20.127912521362305,20.127912521362305,19.72350555336708,19.97770421896408,8200.0,,164.7,4.7,5.0
,,,,,XLY,19990201,,,Consumer,1999,199902,,,,,,,,,,,,,19.80438995361328,20.231905956112517,19.80438995361328,20.104806604018147,5800.0,,164.7,4.7,5.0
,,,,,XLY,19990201,,,Consumer,1999,199902,,,,,,,,,,,,,20.312774658203125,20.57852768274162,20.289665699547605,20.555418724086095,19500.0,,164.7,4.7,5.0
,,,,,XLY,19990201,,,Consumer,1999,199902,,,,,,,,,,,,,20.42833137512207,20.451440347265873,20.035478848677418,20.058587820821216,23100.0,,164.7,4.7,5.0
,,,,,XLY,19990301,,,Consumer,1999,199903,,,,,,,,,,,,,21.491546630859375,21.53781476138867,21.30647410874218,21.375876304536128,36300.0,,164.8,4.78,5.23
,,,,,XLY,19990301,,,Consumer,1999,199903,,,,,,,,,,,,,21.468406677246097,21.468406677246097,21.271767176430803,21.318035294269695,5100.0,,164.8,4.78,5.23
,,,,,XLY,19990301,,,Consumer,1999,199903,,,,,,,,,,,,,21.16767120361328,21.63035254139718,21.16767120361328,21.607218474507984,24400.0,,164.8,4.78,5.23
,,,,,XLY,19990301,,,Consumer,1999,199903,,,,,,,,,,,,,20.95945930480957,21.144531793152257,20.866923060638225,21.051995548980916,6300.0,,164.8,4.78,5.23
,,,,,XLY,19990301,,,Consumer,1999,199903,,,,,,,,,,,,,21.09827423095703,21.09827423095703,20.68186092376709,20.797531286875405,10200.0,,164.8,4.78,5.23
,,,,,XLY,19990301,,,Consumer,1999,199903,,,,,,,,,,,,,21.606887817382812,21.861086497587316,21.075381486046123,21.745541642948904,13700.0,,164.8,4.78,5.23
,,,,,XLY,19990301,,,Consumer,1999,199903,,,,,,,,,,,,,20.635583877563477,21.121399193066654,20.58931575227746,21.121399193066654,9800.0,,164.8,4.78,5.23
,,,,,XLY,19990301,,,Consumer,1999,199903,,,,,,,,,,,,,20.197240829467773,20.197240829467773,20.012369059861665,20.12791391586548,8600.0,,164.8,4.78,5.23
,,,,,XLY,19990301,,,Consumer,1999,199903,,,,,,,,,,,,,20.243457794189453,20.48610198007871,20.243457794189453,20.243457794189453,18100.0,,164.8,4.78,5.23
,,,,,XLY,19990301,,,Consumer,1999,199903,,,,,,,,,,,,,20.13947105407715,20.30123387378861,20.13947105407715,20.26657041242187,1000.0,,164.8,4.78,5.23
,,,,,XLY,19990301,,,Consumer,1999,199903,,,,,,,,,,,,,20.566986083984375,20.636313003368592,20.382114298959795,20.59009505711245,5400.0,,164.8,4.78,5.23
,,,,,XLY,19990301,,,Consumer,1999,199903,,,,,,,,,,,,,21.190921783447266,21.329575579195012,21.029159021741563,21.029159021741563,24800.0,,164.8,4.78,5.23
,,,,,XLY,19990301,,,Consumer,1999,199903,,,,,,,,,,,,,21.283357620239254,21.352684518025058,21.006050029096077,21.352684518025058,12300.0,,164.8,4.78,5.23
,,,,,XLY,19990301,,,Consumer,1999,199903,,,,,,,,,,,,,21.341127395629883,21.46822669251777,21.179364654136204,21.23713706181252,12100.0,,164.8,4.78,5.23
,,,,,XLY,19990301,,,Consumer,1999,199903,,,,,,,,,,,,,21.283357620239254,21.38734796691795,21.23713968838206,21.352684518025058,5600.0,,164.8,4.78,5.23
,,,,,XLY,19990301,,,Consumer,1999,199903,,,,,,,,,,,,,21.51445198059082,21.64155132097025,21.38735264021139,21.445125067656587,13100.0,,164.8,4.78,5.23
,,,,,XLY,19990301,,,Consumer,1999,199903,,,,,,,,,,,,,21.653091430664062,21.66464590848192,21.445110829942635,21.58376456375692,7100.0,,164.8,4.78,5.23
,,,,,XLY,19990301,,,Consumer,1999,199903,,,,,,,,,,,,,21.537559509277344,21.79175817301345,21.445123631555123,21.79175817301345,6200.0,,164.8,4.78,5.23
,,,,,XLY,19990301,,,Consumer,1999,199903,,,,,,,,,,,,,21.44511985778809,21.514446753880076,21.23713916951213,21.514446753880076,6700.0,,164.8,4.78,5.23
,,,,,XLY,19990301,,,Consumer,1999,199903,,,,,,,,,,,,,21.814868927001953,21.814868927001953,21.306471557940466,21.306471557940466,7000.0,,164.8,4.78,5.23
,,,,,XLY,19990301,,,Consumer,1999,199903,,,,,,,,,,,,,21.514677047729492,21.815419845170872,21.514677047729492,21.815419845170872,13100.0,,164.8,4.78,5.23
,,,,,XLY,19990301,,,Consumer,1999,199903,,,,,,,,,,,,,21.283334732055664,21.468407207986584,21.19079849409021,21.468407207986584,18600.0,,164.8,4.78,5.23
,,,,,XLY,19990301,,,Consumer,1999,199903,,,,,,,,,,,,,20.473648071289062,20.7281227930791,20.42737994005451,20.7281227930791,12900.0,,164.8,4.78,5.23
,,,,,XLY,19990401,,,Consumer,1999,199904,,,,,,,,,,,,,21.722883224487305,22.04676007767455,21.075129518112817,22.000491955790658,37300.0,13426.748,165.9,4.69,5.18
,,,,,XLY,19990401,,,Consumer,1999,199904,,,,,,,,,,,,,21.79228973388672,22.27810511011986,21.69975347174707,22.11616665137548,17900.0,13426.748,165.9,4.69,5.18
,,,,,XLY,19990401,,,Consumer,1999,199904,,,,,,,,,,,,,22.30124282836914,22.648253868229656,22.30124282836914,22.509449452285452,6000.0,13426.748,165.9,4.69,5.18
,,,,,XLY,19990401,,,Consumer,1999,199904,,,,,,,,,,,,,22.38220977783203,22.486313079124272,22.30124054349362,22.463179012170443,4100.0,13426.748,165.9,4.69,5.18
,,,,,XLY,19990401,,,Consumer,1999,199904,,,,,,,,,,,,,22.32437515258789,22.578849895259875,22.32437515258789,22.55571582774424,94400.0,13426.748,165.9,4.69,5.18
,,,,,XLY,19990401,,,Consumer,1999,199904,,,,,,,,,,,,,22.463172912597656,22.50944103394183,22.301234487893037,22.301234487893037,2000.0,13426.748,165.9,4.69,5.18
,,,,,XLY,19990401,,,Consumer,1999,199904,,,,,,,,,,,,,22.16242790222168,22.16242790222168,21.81541702692593,21.93108731869118,45100.0,13426.748,165.9,4.69,5.18
,,,,,XLY,19990401,,,Consumer,1999,199904,,,,,,,,,,,,,21.79228973388672,21.884825996026365,21.584083144072512,21.653485340677246,15600.0,13426.748,165.9,4.69,5.18
,,,,,XLY,19990401,,,Consumer,1999,199904,,,,,,,,,,,,,21.514677047729492,22.625111992128435,21.44527486370456,22.3475032560287,37400.0,13426.748,165.9,4.69,5.18
,,,,,XLY,19990401,,,Consumer,1999,199904,,,,,,,,,,,,,22.0004940032959,22.023628066390845,21.769153372346416,21.931091814011054,11600.0,13426.748,165.9,4.69,5.18
,,,,,XLY,19990401,,,Consumer,1999,199904,,,,,,,,,,,,,21.93109130859375,22.162431934211828,21.60721443272844,22.116163809088217,35800.0,13426.748,165.9,4.69,5.18
,,,,,XLY,19990401,,,Consumer,1999,199904,,,,,,,,,,,,,21.97736358642578,22.5325811928197,21.97736358642578,22.486313058953534,49700.0,13426.748,165.9,4.69,5.18
,,,,,XLY,19990401,,,Consumer,1999,199904,,,,,,,,,,,,,22.486297607421875,22.694504066749857,22.370627352239666,22.671370015713418,32700.0,13426.748,165.9,4.69,5.18
,,,,,XLY,19990401,,,Consumer,1999,199904,,,,,,,,,,,,,22.60198402404785,22.69452029436125,22.069900469745804,22.069900469745804,21100.0,13426.748,165.9,4.69,5.18
,,,,,XLY,19990401,,,Consumer,1999,199904,,,,,,,,,,,,,22.416908264160156,22.451609360544303,22.116165428830865,22.116165428830865,72900.0,13426.748,165.9,4.69,5.18
,,,,,XLY,19990401,,,Consumer,1999,199904,,,,,,,,,,,,,22.208696365356445,22.208696365356445,21.79228330850601,21.79228330850601,20800.0,13426.748,165.9,4.69,5.18
,,,,,XLY,19990401,,,Consumer,1999,199904,,,,,,,,,,,,,21.722883224487305,21.7691513463712,21.65348104166147,21.711316194016337,13600.0,13426.748,165.9,4.69,5.18
,,,,,XLY,19990401,,,Consumer,1999,199904,,,,,,,,,,,,,21.53781509399414,21.676619487725574,21.422144765884617,21.50311399556128,10900.0,13426.748,165.9,4.69,5.18
,,,,,XLY,19990401,,,Consumer,1999,199904,,,,,,,,,,,,,21.422147750854492,21.49154995739074,21.21394113124575,21.283343337782,9600.0,13426.748,165.9,4.69,5.18
,,,,,XLY,19990401,,,Consumer,1999,199904,,,,,,,,,,,,,21.1445369720459,21.28334137230003,21.017299605146277,21.28334137230003,4100.0,13426.748,165.9,4.69,5.18
,,,,,XLY,19990401,,,Consumer,1999,199904,,,,,,,,,,,,,22.22026634216309,22.440039929097548,22.1161630641415,22.278101496619524,35700.0,13426.748,165.9,4.69,5.18
,,,,,XLY,19990501,,,Consumer,1999,199905,,,,,,,,,,,,,21.815420150756836,21.815420150756836,21.560945472434117,21.584079534099818,25600.0,,166.0,4.85,5.54
,,,,,XLY,19990501,,,Consumer,1999,199905,,,,,,,,,,,,,22.370634078979492,22.370634078979492,21.977355093102915,22.254963789015793,12500.0,,166.0,4.85,5.54
,,,,,XLY,19990501,,,Consumer,1999,199905,,,,,,,,,,,,,22.25496482849121,22.50943947829724,22.11616047405155,22.50943947829724,13600.0,,166.0,4.85,5.54
,,,,,XLY,19990501,,,Consumer,1999,199905,,,,,,,,,,,,,21.815420150756836,21.931090459085347,21.72288390409403,21.74601796575973,10200.0,,166.0,4.85,5.54
,,,,,XLY,19990501,,,Consumer,1999,199905,,,,,,,,,,,,,22.0004940032959,22.53257745447971,21.861689624726207,22.509443391384764,191400.0,,166.0,4.85,5.54
,,,,,XLY,19990501,,,Consumer,1999,199905,,,,,,,,,,,,,22.25496482849121,22.27809888756449,21.76914958795242,21.76914958795242,90600.0,,166.0,4.85,5.54
,,,,,XLY,19990501,,,Consumer,1999,199905,,,,,,,,,,,,,21.37586784362793,21.58407434859833,21.144527282549703,21.46840406805922,10400.0,,166.0,4.85,5.54
,,,,,XLY,19990501,,,Consumer,1999,199905,,,,,,,,,,,,,21.514677047729492,21.861687967854163,21.514677047729492,21.53781110907114,5100.0,,166.0,4.85,5.54
,,,,,XLY,19990501,,,Consumer,1999,199905,,,,,,,,,,,,,22.23183822631836,22.370642627315146,22.000497557990386,22.000497557990386,31100.0,,166.0,4.85,5.54
,,,,,XLY,19990501,,,Consumer,1999,199905,,,,,,,,,,,,,21.815420150756836,22.046760767413858,21.46840922577131,22.046760767413858,49700.0,,166.0,4.85,5.54
,,,,,XLY,19990501,,,Consumer,1999,199905,,,,,,,,,,,,,20.73969078063965,20.86692814739204,20.61245341388726,20.61245341388726,1100.0,,166.0,4.85,5.54
,,,,,XLY,19990501,,,Consumer,1999,199905,,,,,,,,,,,,,20.450515747070312,20.7512586257037,20.450515747070312,20.728124558116516,11900.0,,166.0,4.85,5.54
,,,,,XLY,19990501,,,Consumer,1999,199905,,,,,,,,,,,,,21.329605102539062,21.699750093472495,21.329605102539062,21.60721384573914,12000.0,,166.0,4.85,5.54
,,,,,XLY,19990501,,,Consumer,1999,199905,,,,,,,,,,,,,20.635583877563477,21.16766731835267,20.635583877563477,21.14453325570966,7000.0,,166.0,4.85,5.54
,,,,,XLY,19990501,,,Consumer,1999,199905,,,,,,,,,,,,,20.84379005432129,21.375873485230713,20.84379005432129,21.260203174163447,3600.0,,166.0,4.85,5.54
,,,,,XLY,19990501,,,Consumer,1999,199905,,,,,,,,,,,,,21.30647087097168,21.422141179717457,21.28333680922253,21.422141179717457,5100.0,,166.0,4.85,5.54
,,,,,XLY,19990501,,,Consumer,1999,199905,,,,,,,,,,,,,21.44527816772461,21.60721662206557,21.44527816772461,21.560948492253868,7500.0,,166.0,4.85,5.54
,,,,,XLY,19990501,,,Consumer,1999,199905,,,,,,,,,,,,,21.260210037231445,21.72289143085999,21.260210037231445,21.72289143085999,700.0,,166.0,4.85,5.54
,,,,,XLY,19990501,,,Consumer,1999,199905,,,,,,,,,,,,,20.86692237854004,20.86692237854004,20.589313655100483,20.84378831825341,5100.0,,166.0,4.85,5.54
,,,,,XLY,19990501,,,Consumer,1999,199905,,,,,,,,,,,,,21.79228973388672,22.13930071691039,21.653485340677246,21.884825996026365,19200.0,,166.0,4.85,5.54
,,,,,XLY,19990601,,,Consumer,1999,199906,,,,,,,,,,,,,21.468406677246097,21.584076971843327,21.37587044156831,21.584076971843327,4900.0,,166.0,5.1,5.9
,,,,,XLY,19990601,,,Consumer,1999,199906,,,,,,,,,,,,,21.52624893188477,21.560950031721227,21.3758774992601,21.3758774992601,2900.0,,166.0,5.1,5.9
,,,,,XLY,19990601,,,Consumer,1999,199906,,,,,,,,,,,,,21.20235824584961,21.468399838678053,21.20235824584961,21.445265787127756,4200.0,,166.0,5.1,5.9
,,,,,XLY,19990601,,,Consumer,1999,199906,,,,,,,,,,,,,20.99416160583496,21.167667073651774,20.99416160583496,21.121398948900627,4900.0,,166.0,5.1,5.9
,,,,,XLY,19990601,,,Consumer,1999,199906,,,,,,,,,,,,,20.69343376159668,20.89007343400984,20.64716560338182,20.89007343400984,7800.0,,166.0,5.1,5.9
,,,,,XLY,19990601,,,Consumer,1999,199906,,,,,,,,,,,,,20.589319229125977,20.913196160820092,20.554618129301605,20.797525828072192,2600.0,,166.0,5.1,5.9
,,,,,XLY,19990601,,,Consumer,1999,199906,,,,,,,,,,,,,20.61245346069336,20.820660061306423,20.61245346069336,20.774391927836852,1300.0,,166.0,5.1,5.9
,,,,,XLY,19990601,,,Consumer,1999,199906,,,,,,,,,,,,,20.473648071289062,20.635586530609995,20.45051400567179,20.635586530609995,4900.0,,166.0,5.1,5.9
,,,,,XLY,19990601,,,Consumer,1999,199906,,,,,,,,,,,,,21.028865814208984,21.0635669129123,20.843793287791303,20.86692735359351,19800.0,,166.0,5.1,5.9
,,,,,XLY,19990601,,,Consumer,1999,199906,,,,,,,,,,,,,20.92474937438965,21.028852605108003,20.913182348754276,20.98258450256651,3200.0,,166.0,5.1,5.9
,,,,,XLY,19990601,,,Consumer,1999,199906,,,,,,,,,,,,,21.080331802368164,21.103497002150988,20.871845004322765,20.89501020410559,5100.0,,166.0,5.1,5.9
,,,,,XLY,19990601,,,Consumer,1999,199906,,,,,,,,,,,,,21.45098304748535,21.45098304748535,21.196165754264683,21.196165754264683,4700.0,,166.0,5.1,5.9
,,,,,XLY,19990601,,,Consumer,1999,199906,,,,,,,,,,,,,21.311988830566406,21.404649651568867,21.24249321481456,21.358319241067637,2800.0,,166.0,5.1,5.9
,,,,,XLY,19990601,,,Consumer,1999,199906,,,,,,,,,,,,,21.010841369628903,21.172997807983265,20.871850136753743,21.172997807983265,5200.0,,166.0,5.1,5.9
,,,,,XLY,19990601,,,Consumer,1999,199906,,,,,,,,,,,,,20.964515686035156,20.964515686035156,20.663367946898735,20.941350475332356,5900.0,,166.0,5.1,5.9
,,,,,XLY,19990601,,,Consumer,1999,199906,,,,,,,,,,,,,20.89500617980957,21.03399735173735,20.871840984488273,21.03399735173735,1200.0,,166.0,5.1,5.9
,,,,,XLY,19990601,,,Consumer,1999,199906,,,,,,,,,,,,,21.300405502319336,21.358318513473005,20.964510037628056,20.964510037628056,2300.0,,166.0,5.1,5.9
,,,,,XLY,19990601,,,Consumer,1999,199906,,,,,,,,,,,,,21.659467697143555,21.659467697143555,21.393067827071736,21.393067827071736,8200.0,,166.0,5.1,5.9
,,,,,XLY,19990601,,,Consumer,1999,199906,,,,,,,,,,,,,22.07644271850586,22.07644271850586,21.474147324296883,21.474147324296883,11300.0,,166.0,5.1,5.9
,,,,,XLY,19990601,,,Consumer,1999,199906,,,,,,,,,,,,,21.30647087097168,21.375873056219145,21.21393462397506,21.35273899446999,4200.0,,166.0,5.1,5.9
,,,,,XLY,19990601,,,Consumer,1999,199906,,,,,,,,,,,,,20.820648193359375,21.12139088948567,20.820648193359375,21.098256835937494,6400.0,,166.0,5.1,5.9
,,,,,XLY,19990601,,,Consumer,1999,199906,,,,,,,,,,,,,20.86692237854004,20.86692237854004,20.55461256467054,20.77438613739352,29600.0,,166.0,5.1,5.9
,,,,,XLY,19990701,,,Consumer,1999,199907,,,,,,,,,,,,,20.43170928955078,20.640196119035995,20.339048476446244,20.640196119035995,15200.0,13604.771,166.7,5.03,5.79
,,,,,XLY,19990701,,,Consumer,1999,199907,,,,,,,,,,,,,20.825525283813477,20.987681765444947,20.524377532212167,20.987681765444947,7100.0,13604.771,166.7,5.03,5.79
,,,,,XLY,19990701,,,Consumer,1999,199907,,,,,,,,,,,,,21.149839401245117,21.242500252948272,20.987682910764597,21.080343762467752,2400.0,13604.771,166.7,5.03,5.79
,,,,,XLY,19990701,,,Consumer,1999,199907,,,,,,,,,,,,,21.219335556030273,21.311996409986737,21.057179061606465,21.311996409986737,26000.0,13604.771,166.7,5.03,5.79
,,,,,XLY,19990701,,,Consumer,1999,199907,,,,,,,,,,,,,21.103504180908203,21.242495426885647,20.871852104279135,20.871852104279135,30200.0,13604.771,166.7,5.03,5.79
,,,,,XLY,19990701,,,Consumer,1999,199907,,,,,,,,,,,,,20.9876708984375,21.149827296107546,20.9876708984375,21.149827296107546,1500.0,13604.771,166.7,5.03,5.79
,,,,,XLY,19990701,,,Consumer,1999,199907,,,,,,,,,,,,,21.149839401245117,21.49731759513195,21.080343762467752,21.404656743428795,10700.0,13604.771,166.7,5.03,5.79
,,,,,XLY,19990701,,,Consumer,1999,199907,,,,,,,,,,,,,21.427814483642575,21.78687515877389,21.427814483642575,21.775292556350298,8800.0,13604.771,166.7,5.03,5.79
,,,,,XLY,19990701,,,Consumer,1999,199907,,,,,,,,,,,,,21.636289596557617,22.099593442308315,21.636289596557617,22.053263057733243,22700.0,13604.771,166.7,5.03,5.79
,,,,,XLY,19990701,,,Consumer,1999,199907,,,,,,,,,,,,,22.215425491333008,22.28492108723916,22.09959949815609,22.28492108723916,6100.0,13604.771,166.7,5.03,5.79
,,,,,XLY,19990701,,,Consumer,1999,199907,,,,,,,,,,,,,22.26176643371582,22.26176643371582,22.099609966456704,22.192270804890484,2800.0,13604.771,166.7,5.03,5.79
,,,,,XLY,19990701,,,Consumer,1999,199907,,,,,,,,,,,,,22.134355545043945,22.215433770483667,22.030112112335733,22.1227729414097,108400.0,13604.771,166.7,5.03,5.79
,,,,,XLY,19990701,,,Consumer,1999,199907,,,,,,,,,,,,,21.84478759765625,21.96061361885273,21.798457189177658,21.867952801895548,20900.0,13604.771,166.7,5.03,5.79
,,,,,XLY,19990701,,,Consumer,1999,199907,,,,,,,,,,,,,21.79846954345703,21.96062606503429,21.752139108720673,21.93746084766611,31200.0,13604.771,166.7,5.03,5.79
,,,,,XLY,19990701,,,Consumer,1999,199907,,,,,,,,,,,,,21.960613250732425,22.122769677689305,21.94903064880693,22.122769677689305,4600.0,13604.771,166.7,5.03,5.79
,,,,,XLY,19990701,,,Consumer,1999,199907,,,,,,,,,,,,,22.09960174560547,22.238592951552675,22.09960174560547,22.12276694659667,16800.0,13604.771,166.7,5.03,5.79
,,,,,XLY,19990701,,,Consumer,1999,199907,,,,,,,,,,,,,22.09960174560547,22.331253755517476,22.03010614263187,22.03010614263187,4200.0,13604.771,166.7,5.03,5.79
,,,,,XLY,19990701,,,Consumer,1999,199907,,,,,,,,,,,,,22.19226455688477,22.19226455688477,21.914282119846543,21.914282119846543,2900.0,13604.771,166.7,5.03,5.79
,,,,,XLY,19990701,,,Consumer,1999,199907,,,,,,,,,,,,,22.308094024658203,22.423920058015725,22.09960716461467,22.09960716461467,10900.0,13604.771,166.7,5.03,5.79
,,,,,XLY,19990701,,,Consumer,1999,199907,,,,,,,,,,,,,22.493408203125,22.66714719542514,22.354417009284884,22.377582208258236,17000.0,13604.771,166.7,5.03,5.79
,,,,,XLY,19990701,,,Consumer,1999,199907,,,,,,,,,,,,,22.284923553466797,22.423914760660978,22.284923553466797,22.400749559461943,20000.0,13604.771,166.7,5.03,5.79
